"No","Title_en","OctetNo","Contents_en","Note_en","Status"
1445.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","38-39","Year of model version date","(see Note 3)","Operational"
1446.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","40","Month of model version date",,"Operational"
1447.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","41","Day of model version date",,"Operational"
1448.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","42","Hour of model version date",,"Operational"
1449.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","43","Minute of model version date",,"Operational"
1450.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","44","Second of model version date",,"Operational"
1451.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","45-46","Year of end of overall time interval",,"Operational"
1452.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","47","Month of end of overall time interval",,"Operational"
1453.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","48","Day of end of overall time interval",,"Operational"
1454.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","49","Hour of end of overall time interval",,"Operational"
1455.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","50","Minute of end of overall time interval",,"Operational"
1456.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","51","Second of end of overall time interval",,"Operational"
1457.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","52","n - number of time range specifications describing the time intervals used to calculate the statistically processed field",,"Operational"
1458.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","53-56","Total number of data values missing in statistical process",,"Operational"
1459.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",,"57-68   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
1460.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","57","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)","Operational"
1461.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","58","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)","Operational"
1462.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","59","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)","Operational"
1463.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","60-63","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
1464.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","64","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)","Operational"
