row #,allNotes,template,octet,appliesTo,noteID-PDF,note-GitHub,myComment
1828,(see Code table 4.4),GRIB2_Template_4_80_ProductDefinitionTemplate_en,43,octet,n/a,(see Code table 4.4),
1829,(see Code table 4.5),GRIB2_Template_4_80_ProductDefinitionTemplate_en,48,octet,n/a,(see Code table 4.5),
1830,(see Code table 4.5),GRIB2_Template_4_80_ProductDefinitionTemplate_en,54,octet,n/a,(see Code table 4.5),
1831,(see Code table 4.1),GRIB2_Template_4_81_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1832,(see Code table 4.2),GRIB2_Template_4_81_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1833,(see Common Code table C-14),GRIB2_Template_4_81_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Common Code table C-14),
1834,(see Code table 4.238),GRIB2_Template_4_81_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1835,(see Code table 4.91),GRIB2_Template_4_81_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.91),
1836,(see Code table 4.91),GRIB2_Template_4_81_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.91),
1837,(see Code table 4.3),GRIB2_Template_4_81_ProductDefinitionTemplate_en,37,octet,n/a,(see Code table 4.3),
1838,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_81_ProductDefinitionTemplate_en,40-41,octet,no id,(see Note),
1839,(see Code table 4.4),GRIB2_Template_4_81_ProductDefinitionTemplate_en,43,octet,n/a,(see Code table 4.4),
1840,(see Code table 4.5),GRIB2_Template_4_81_ProductDefinitionTemplate_en,48,octet,n/a,(see Code table 4.5),
1841,(see Code table 4.5),GRIB2_Template_4_81_ProductDefinitionTemplate_en,54,octet,n/a,(see Code table 4.5),
1842,(see Code table 4.6),GRIB2_Template_4_81_ProductDefinitionTemplate_en,60,octet,n/a,(see Code table 4.6),
1843,(see Code table 4.1),GRIB2_Template_4_82_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1844,(see Code table 4.2),GRIB2_Template_4_82_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1845,(see Code table 4.233),GRIB2_Template_4_82_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.233),
1846,(see Code table 2.238),GRIB2_Template_4_82_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 2.238),
1847,(see Code table 4.91),GRIB2_Template_4_82_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.91),
1848,(see Code table 4.3),GRIB2_Template_4_82_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.3),
1849,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_82_ProductDefinitionTemplate_en,29-30,octet,1,(see Note 1),
1850,(see Code table 4.4),GRIB2_Template_4_82_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.4),
1851,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_82_ProductDefinitionTemplate_en,33-36,octet,2,(see Note 2),
1852,(see Code table 4.5),GRIB2_Template_4_82_ProductDefinitionTemplate_en,37,octet,n/a,(see Code table 4.5),
1853,(see Code table 4.5),GRIB2_Template_4_82_ProductDefinitionTemplate_en,43,octet,n/a,(see Code table 4.5),
1854,(see Code table 4.10),GRIB2_Template_4_82_ProductDefinitionTemplate_en,61,octet,n/a,(see Code table 4.10),
1855,(see Code table 4.11),GRIB2_Template_4_82_ProductDefinitionTemplate_en,62,octet,n/a,(see Code table 4.11),
1856,(see Code table 4.4),GRIB2_Template_4_82_ProductDefinitionTemplate_en,63,octet,n/a,(see Code table 4.4),
1857,(see Code table 4.4),GRIB2_Template_4_82_ProductDefinitionTemplate_en,68,octet,n/a,(see Code table 4.4),
1858,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_82_ProductDefinitionTemplate_en,69-72,octet,3,(see Notes 3 and 4),
1859,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 62, 74, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_82_ProductDefinitionTemplate_en,69-72,octet,4,(see Notes 3 and 4),
1860,(see Code table 4.1),GRIB2_Template_4_83_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1861,(see Code table 4.2),GRIB2_Template_4_83_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1862,(see Code table 4.3),GRIB2_Template_4_83_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1863,(see Code table 4.233),GRIB2_Template_4_83_ProductDefinitionTemplate_en,13-14,octet,n/a,(see Code table 4.233),
1864,(see Code table 4.238),GRIB2_Template_4_83_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.238),
1865,(see Code table 4.91),GRIB2_Template_4_83_ProductDefinitionTemplate_en,16,octet,n/a,(see Code table 4.91),
1866,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_83_ProductDefinitionTemplate_en,29-30,octet,1,(see Note 1),
1867,(see Code table 4.4),GRIB2_Template_4_83_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.4),
1868,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_83_ProductDefinitionTemplate_en,33-36,octet,2,(see Note 2),
1869,(see Code table 4.5),GRIB2_Template_4_83_ProductDefinitionTemplate_en,37,octet,n/a,(see Code table 4.5),
1870,(see Code table 4.5),GRIB2_Template_4_83_ProductDefinitionTemplate_en,43,octet,n/a,(see Code table 4.5),
1871,(see Code table 4.6),GRIB2_Template_4_83_ProductDefinitionTemplate_en,49,octet,n/a,(see Code table 4.6),
1872,(see Code table 4.10),GRIB2_Template_4_83_ProductDefinitionTemplate_en,64,octet,n/a,(see Code table 4.10),
1873,(see Code table 4.11),GRIB2_Template_4_83_ProductDefinitionTemplate_en,65,octet,n/a,(see Code table 4.11),
1874,(see Code table 4.4),GRIB2_Template_4_83_ProductDefinitionTemplate_en,66,octet,n/a,(see Code table 4.4),
1875,(see Code table 4.4),GRIB2_Template_4_83_ProductDefinitionTemplate_en,71,octet,n/a,(see Code table 4.4),
1876,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_83_ProductDefinitionTemplate_en,72-75,octet,3,(see Notes 3 and 4),
1877,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 62, 74, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_83_ProductDefinitionTemplate_en,72-75,octet,4,(see Notes 3 and 4),
1878,It is recommended not to use this template. Product definition template 4.84 should be used instead because it contains an additional octet to specify the type of generating process.,GRIB2_Template_4_83_ProductDefinitionTemplate_en,n/a,template,5,(see Note 5),
1879,(see Code table 4.1),GRIB2_Template_4_91_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1880,(see Code table 4.2),GRIB2_Template_4_91_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1881,(see Code table 4.3),GRIB2_Template_4_91_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1882,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_91_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1883,(see Code table 4.4),GRIB2_Template_4_91_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1884,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_91_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1885,(see Code table 4.5),GRIB2_Template_4_91_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1886,(see Code table 4.5),GRIB2_Template_4_91_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1887,(see Code table 4.91),GRIB2_Template_4_91_ProductDefinitionTemplate_en,(37+12(i-1)),octet,n/a,(see Code table 4.91),
1888,(see Code table 4.10),GRIB2_Template_4_91_ProductDefinitionTemplate_en,(60+12(NC-1)),octet,n/a,(see Code table 4.10),
1889,(see Code table 4.11),GRIB2_Template_4_91_ProductDefinitionTemplate_en,(61+12(NC-1)),octet,n/a,(see Code table 4.11),
1890,(see Code table 4.4),GRIB2_Template_4_91_ProductDefinitionTemplate_en,(62+12(NC-1)),octet,n/a,(see Code table 4.4),
1891,(see Code table 4.4),GRIB2_Template_4_91_ProductDefinitionTemplate_en,(67+12(NC-1)),octet,n/a,(see Code table 4.4),
1892,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_91_ProductDefinitionTemplate_en,(68+12(NC-1))-(71+12(NC-1)),octet,3,(see Notes 3 and 4),
1893,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 62, 74, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_91_ProductDefinitionTemplate_en,(68+12(NC-1))-(71+12(NC-1)),octet,4,(see Notes 3 and 4),
1894,(see Code table 4.1),GRIB2_Template_4_254_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1895,(see Code table 4.2),GRIB2_Template_4_254_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1896,(see Code table 4.1),GRIB2_Template_4_1000_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1897,(see Code table 4.2),GRIB2_Template_4_1000_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1898,(see Code table 4.3),GRIB2_Template_4_1000_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1899,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_1000_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1900,(see Code table 4.4),GRIB2_Template_4_1000_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1901,"This template is experimental, was not validated at the time of publication and should be used only for bilateral previously agreed tests.",GRIB2_Template_4_1000_ProductDefinitionTemplate_en,n/a,template,preliminary,n/a,
1902,(see Code table 4.1),GRIB2_Template_4_1001_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1903,(see Code table 4.2),GRIB2_Template_4_1001_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1904,(see Code table 4.3),GRIB2_Template_4_1001_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1905,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_1001_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1906,(see Code table 4.4),GRIB2_Template_4_1001_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1907,(see Code table 4.10),GRIB2_Template_4_1001_ProductDefinitionTemplate_en,27,octet,n/a,(see Code table 4.10),
1908,(see Code table 4.11),GRIB2_Template_4_1001_ProductDefinitionTemplate_en,28,octet,n/a,(see Code table 4.11),
1909,(see Code table 4.4),GRIB2_Template_4_1001_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.4),
1910,(see Code table 4.4),GRIB2_Template_4_1001_ProductDefinitionTemplate_en,34,octet,n/a,(see Code table 4.4),
1911,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_1001_ProductDefinitionTemplate_en,35-38,octet,2,(see Note 2),
1912,"This template is experimental, was not validated at the time of publication and should be used only for bilateral previously agreed tests.",GRIB2_Template_4_1001_ProductDefinitionTemplate_en,n/a,template,preliminary,n/a,
1913,(see Code table 4.1),GRIB2_Template_4_1002_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1914,(see Code table 4.2),GRIB2_Template_4_1002_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1915,(see Code table 4.3),GRIB2_Template_4_1002_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1916,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_1002_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1917,(see Code table 4.4),GRIB2_Template_4_1002_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1918,(see Code table 4.220),GRIB2_Template_4_1002_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.220),
1919,(see Code table 4.221),GRIB2_Template_4_1002_ProductDefinitionTemplate_en,24,octet,n/a,(see Code table 4.221),
1920,(see Code table 4.10),GRIB2_Template_4_1002_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.10),
1921,"This template is experimental, was not validated at the time of publication and should be used only for bilateral previously agreed tests.",GRIB2_Template_4_1002_ProductDefinitionTemplate_en,n/a,template,preliminary,n/a,
1922,(see Code table 4.1),GRIB2_Template_4_1100_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1923,(see Code table 4.2),GRIB2_Template_4_1100_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1924,(see Code table 4.3),GRIB2_Template_4_1100_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1925,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_1100_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1926,(see Code table 4.4),GRIB2_Template_4_1100_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1927,(see Code table 4.5),GRIB2_Template_4_1100_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1928,(see Code table 4.5),GRIB2_Template_4_1100_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1929,"This template is experimental, was not validated at the time of publication and should be used only for bilateral previously agreed tests.",GRIB2_Template_4_1100_ProductDefinitionTemplate_en,n/a,template,preliminary,n/a,
1930,(see Code table 4.1),GRIB2_Template_4_1101_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1931,(see Code table 4.2),GRIB2_Template_4_1101_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1932,(see Code table 4.3),GRIB2_Template_4_1101_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1933,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_1101_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1934,(see Code table 4.4),GRIB2_Template_4_1101_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1935,Reference = reference time (section 1) + forecast range (PDT) + offset and increments from reference time (GDT).,GRIB2_Template_4_1101_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1936,(see Code table 4.5),GRIB2_Template_4_1101_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1937,(see Code table 4.5),GRIB2_Template_4_1101_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1938,(see Code table 4.10),GRIB2_Template_4_1101_ProductDefinitionTemplate_en,39,octet,n/a,(see Code table 4.10),
1939,(see Code table 4.11),GRIB2_Template_4_1101_ProductDefinitionTemplate_en,40,octet,n/a,(see Code table 4.11),
1940,(see Code table 4.4),GRIB2_Template_4_1101_ProductDefinitionTemplate_en,41,octet,n/a,(see Code table 4.4),
1941,(see Code table 4.4),GRIB2_Template_4_1101_ProductDefinitionTemplate_en,46,octet,n/a,(see Code table 4.4),
1942,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_1101_ProductDefinitionTemplate_en,47-50,octet,3,(see Note 3),
1943,"This template is experimental, was not validated at the time of publication and should be used only for bilateral previously agreed tests. (Octets 35-50 are very similar to octets 43-58 of product definition template 4.8, but the meaning of some fields differs slightly.)",GRIB2_Template_4_1101_ProductDefinitionTemplate_en,n/a,template,preliminary,n/a,
1944,(see Code table 4.1),GRIB2_Template_4_84_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1945,(see Code table 4.2),GRIB2_Template_4_84_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1946,(see Code table 4.233),GRIB2_Template_4_84_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.233),
1947,(see Code table 4.238),GRIB2_Template_4_84_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1948,(see Code table 4.91),GRIB2_Template_4_84_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.91),
1949,(see Code table 4.3),GRIB2_Template_4_84_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.3),
1950,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_84_ProductDefinitionTemplate_en,29-30,octet,1,(see Note 1),
1951,(see Code table 4.4),GRIB2_Template_4_84_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.4),
1952,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_84_ProductDefinitionTemplate_en,33-36,octet,2,(see Note 2),
1953,(see Code table 4.5),GRIB2_Template_4_84_ProductDefinitionTemplate_en,37,octet,n/a,(see Code table 4.5),
1954,(see Code table 4.5),GRIB2_Template_4_84_ProductDefinitionTemplate_en,43,octet,n/a,(see Code table 4.5),
1955,(see Code table 4.6),GRIB2_Template_4_84_ProductDefinitionTemplate_en,49,octet,n/a,(see Code table 4.6),
1956,(see Code table 4.10),GRIB2_Template_4_84_ProductDefinitionTemplate_en,64,octet,n/a,(see Code table 4.10),
1957,(see Code table 4.11),GRIB2_Template_4_84_ProductDefinitionTemplate_en,65,octet,n/a,(see Code table 4.11),
1958,(see Code table 4.4),GRIB2_Template_4_84_ProductDefinitionTemplate_en,66,octet,n/a,(see Code table 4.4),
1959,(see Code table 4.4),GRIB2_Template_4_84_ProductDefinitionTemplate_en,71,octet,n/a,(see Code table 4.4),
1960,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_84_ProductDefinitionTemplate_en,72-75,octet,3,(see Notes 3 and 4),
1961,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment. For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_84_ProductDefinitionTemplate_en,72-75,octet,4,(see Notes 3 and 4),
1962,(see Code table 4.1),GRIB2_Template_4_85_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1963,(see Code table 4.2),GRIB2_Template_4_85_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1964,(see Code table 4.233),GRIB2_Template_4_85_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.233),
1965,(see Code table 4.91),GRIB2_Template_4_85_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.91),
1966,(see Code table 4.3),GRIB2_Template_4_85_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.3),
1967,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_85_ProductDefinitionTemplate_en,28-29,octet,1,(see Note 1),
1968,(see Code table 4.4),GRIB2_Template_4_85_ProductDefinitionTemplate_en,31,octet,n/a,(see Code table 4.4),
1969,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_85_ProductDefinitionTemplate_en,32-35,octet,2,(see Note 2),
1970,(see Code table 4.5),GRIB2_Template_4_85_ProductDefinitionTemplate_en,36,octet,n/a,(see Code table 4.5),
1971,(see Code table 4.5),GRIB2_Template_4_85_ProductDefinitionTemplate_en,42,octet,n/a,(see Code table 4.5),
1972,(see Code table 4.6),GRIB2_Template_4_85_ProductDefinitionTemplate_en,48,octet,n/a,(see Code table 4.6),
1973,(see Code table 4.10),GRIB2_Template_4_85_ProductDefinitionTemplate_en,63,octet,n/a,(see Code table 4.10),
1974,(see Code table 4.11),GRIB2_Template_4_85_ProductDefinitionTemplate_en,64,octet,n/a,(see Code table 4.11),
1975,(see Code table 4.4),GRIB2_Template_4_85_ProductDefinitionTemplate_en,65,octet,n/a,(see Code table 4.4),
1976,(see Code table 4.4),GRIB2_Template_4_85_ProductDefinitionTemplate_en,70,octet,n/a,(see Code table 4.4),
1977,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_85_ProductDefinitionTemplate_en,71-74,octet,3,(see Notes 3 and 4),
1978,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 63, 75, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_85_ProductDefinitionTemplate_en,71-74,octet,4,(see Notes 3 and 4),
1979,(see Code table 4.1),GRIB2_Template_4_86_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1980,(see Code table 4.2),GRIB2_Template_4_86_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1981,(see Code table 4.3),GRIB2_Template_4_86_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1982,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_86_ProductDefinitionTemplate_en,15-16,octet,1,(1) Hours greater than 65534 will be coded as 65534.,
1983,(see Code table 4.4),GRIB2_Template_4_86_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1984,(see Code table 4.5),GRIB2_Template_4_86_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1985,(see Code table 4.5),GRIB2_Template_4_86_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1986,(see Code table 4.1),GRIB2_Template_4_87_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1987,(see Code table 4.2),GRIB2_Template_4_87_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1988,(see Code table 4.3),GRIB2_Template_4_87_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1989,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_87_ProductDefinitionTemplate_en,15-16,octet,1,(1) Hours greater than 65534 will be coded as 65534.,
1990,(see Code table 4.4),GRIB2_Template_4_87_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1991,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_87_ProductDefinitionTemplate_en,19-22,octet,2,(2) The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,
1992,(see Code table 4.5),GRIB2_Template_4_87_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1993,(see Code table 4.5),GRIB2_Template_4_87_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1994,(see Code table 4.10),GRIB2_Template_4_87_ProductDefinitionTemplate_en,51,octet,n/a,(see Code table 4.10),
1995,(see Code table 4.11),GRIB2_Template_4_87_ProductDefinitionTemplate_en,52,octet,n/a,(see Code table 4.11),
1996,(see Code table 4.4),GRIB2_Template_4_87_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.4),
1997,(see Code table 4.4),GRIB2_Template_4_87_ProductDefinitionTemplate_en,58,octet,n/a,(see Code table 4.4),
1998,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_87_ProductDefinitionTemplate_en,59-62,octet,3,"(3) An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",
1999,(see Code table 4.1),GRIB2_Template_4_88_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
2000,(see Code table 4.2),GRIB2_Template_4_88_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
2001,(see Code table 4.3),GRIB2_Template_4_88_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
2002,(see Code table 4.5),GRIB2_Template_4_88_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.5),
2003,(see Code table 4.5),GRIB2_Template_4_88_ProductDefinitionTemplate_en,21,octet,n/a,(see Code table 4.5),
2004,(see Code Table 2.248),GRIB2_Template_4_88_ProductDefinitionTemplate_en,27,octet,n/a,(see Code Table 2.248),
2005,(set to missing if analysis),GRIB2_Template_4_88_ProductDefinitionTemplate_en,36,octet,n/a,"(see Code Table 4.4, set to missing if analysis)",
